Id,Sales
317,12373.485
318,10831.141
319,9539.992
320,9839.886
321,15750.082
322,10898.618
323,8261.311
324,7168.733
325,12900.175
326,7592.3447
327,9181.918
328,5797.1953
329,7677.81
330,10738.007
331,9426.003
332,8572.376
333,12484.851
334,13546.337
335,15062.656
336,9397.049
337,13148.689
338,5491.439
339,8266.875
340,9242.804
341,7632.873
342,13325.685
343,8344.87
344,8220.491
345,13154.568
346,18174.938
347,15240.551
348,7894.025
349,8393.665
350,9320.205
351,10209.672
352,9945.187
353,8259.362
354,10340.442
355,15012.653
356,7531.8574
357,9334.925
358,12379.121
359,13001.044
360,19704.162
361,13365.784
362,19289.29
363,10098.937
364,7777.4785
365,6368.055
366,9967.174
367,9763.77
368,8293.534
369,11190.141
370,6867.012
371,6547.962
372,10310.278
373,5840.763
374,10784.231
375,9681.166
376,11576.465
377,11178.473
378,7795.97
379,12141.888
380,9086.003
381,7216.1226
382,7463.0493
383,8955.304
384,16004.712
385,8970.436
386,7238.6357
387,10658.22
388,12215.366
389,9929.185
390,9868.241
391,12562.379
392,8012.278
393,8012.278
394,8920.616
395,12683.615
396,9275.456
397,9666.014
398,9003.488
399,8447.573
400,6336.0396
401,9481.047
402,14085.123
403,13736.62
404,16441.264
405,17347.52
406,13686.519
407,3885.9363
408,6381.0645
409,14138.971
410,14172.431
411,11307.787
412,12120.759
413,11972.816
414,7907.8413
415,5505.4893
416,13127.991
417,8023.811
418,9968.338
419,9357.709
420,5099.59
421,15961.351
422,7862.765
423,7436.6255
424,6875.779
425,8267.597
426,8800.438
427,12066.3
428,9517.864
429,6745.4883
430,8658.126
431,7285.799
432,5755.3975
433,12956.55
434,25619.06
435,8064.328
436,7853.0537
437,9052.376
438,6664.687
439,6998.209
440,6628.6226
441,6102.99
442,9298.026
443,9489.693
444,6885.5903
445,11843.456
446,8998.14
447,7768.3267
448,11519.661
449,12400.904
450,16420.197
451,9349.722
452,12018.955
453,7668.3086
454,9067.692
455,24372.209
456,12784.187
457,9746.017
458,7777.0176
459,7090.2056
460,7626.218
461,7573.3364
462,14960.721
463,6902.2505
464,7656.375
465,9971.6045
466,7392.9854
467,9572.654
468,10876.075
469,12231.847
470,10759.136
471,6678.7593
472,8372.648
473,10750.133
474,14536.588
475,12719.943
476,9922.871
477,7742.8706
478,9977.675
479,8865.308
480,7435.8633
481,10402.076
482,11207.703
483,9950.489
484,8526.669
485,8986.909
486,11929.973
487,8461.954
488,9812.085
489,9970.832
490,10147.372
491,12364.271
492,9347.815
493,8067.0215
494,15580.565
495,10316.684
496,6217.622
497,13229.981
498,14117.579
499,14268.863
500,7833.644
501,8655.798
502,8572.119
503,10534.942
504,9337.589
505,11024.06
506,5373.6904
507,9129.707
508,10096.244
509,9992.147
510,8127.2056
511,9675.052
512,12548.52
513,7677.6064
514,12862.607
515,10897.707
516,13144.701
517,8224.512
518,9895.118
519,8999.828
520,11404.787
521,11673.588
522,8516.021
523,9968.28
524,11953.514
525,11262.49
526,7743.713
527,6113.997
528,10857.43
529,10117.262
530,10916.468
531,11395.024
532,8331.03
533,11952.257
534,10226.519
535,10566.077
536,10762.513
537,9012.372
538,11742.373
539,14535.235
540,11852.895
541,7812.4517
542,8471.396
543,7451.3364
544,6256.176
545,11716.19
546,8949.807
547,11860.49
548,7750.157
549,10390.025
550,10480.816
551,14780.678
552,7597.496
553,9018.699
554,9035.829
555,11528.742
556,8431.464
557,11015.274
558,11736.692
559,14298.027
560,10186.547
561,10228.827
562,9606.218
563,7877.3257
564,8290.109
565,14621.534
566,13854.805
567,7669.2476
568,18916.438
569,10050.15
570,9258.404
571,9828.581
572,12203.376
573,13416.65
574,10070.399
575,10432.084
576,10807.657
577,10519.559
578,10070.337
579,9489.052
580,7922.8403
581,7086.9014
582,6665.3843
583,7538.559
584,12721.615
585,25663.396
586,9512.852
587,7715.4805
588,10365.796
589,5515.6143
590,8849.034
591,6579.913
592,12790.163
593,9471.443
594,9967.57
595,19013.277
596,14618.877
597,11512.773
598,9310.219
599,4867.184
600,7660.6206
601,7127.9937
602,10682.656
603,7217.2495
604,6083.314
605,9638.212
606,8682.076
607,10996.265
608,8882.758
609,5228.4004
610,9945.088
611,9892.49
612,11102.19
613,6583.2886
614,6468.857
615,10798.409
616,6783.46
617,13258.106
618,8792.611
619,7640.413
620,10248.458
621,9919.933
622,7863.1133
623,9570.384
624,10513.119
625,12556.693
626,14057.242
627,9325.828
628,6513.553
629,8649.303
630,12422.782
631,7560.2944
632,10463.375
633,10594.671
634,16913.809
635,13160.656
636,10561.996
637,11806.598
638,8412.728
639,13370.027
640,10155.1875
641,18305.006
642,10094.876
643,8202.24
644,7454.2437
645,4430.196
646,10726.01
647,24062.77
648,6903.586
649,7138.538
650,14503.595
651,11159.084
652,9864.451
653,11785.205
654,9069.422
655,8511.922
656,8286.272
657,13380.775
658,8852.38
659,10277.092
660,9978.4
661,7563.852
662,9869.849
663,8407.795
664,6453.427
665,13371.832
666,12080.1455
667,6323.183
668,10053.642
669,10007.118
670,7379.9746
671,12381.551
672,9591.69
673,12421.529
674,7129.7773
675,8442.918
676,10942.756
677,7029.9414
678,10019.857
679,6756.5186
680,8598.483
681,7370.374
682,7944.2607
683,7611.8604
684,9673.287
685,10398.441
686,10334.975
687,8069.742
688,11145.314
689,10507.017
690,11999.214
691,12773.778
692,11175.389
693,6565.7773
694,8368.77
695,10267.113
696,7555.145
697,14765.099
698,10153.947
699,13290.676
700,14439.209
701,9893.162
702,8069.051
703,13985.113
704,14148.629
705,10629.568
706,13225.605
707,14207.578
708,8631.294
709,8374.091
710,9756.194
711,8375.233
712,8127.2236
713,10220.071
714,7974.9478
715,9318.063
716,10297.038
717,10088.796
718,10479.864
719,8978.301
720,9637.818
721,7303.494
722,11373.78
723,10440.037
724,9794.12
725,9954.528
726,10252.682
727,12028.147
728,9051.492
729,8641.501
730,9579.615
731,10541.398
732,13603.128
733,7386.8677
734,6572.3926
735,11442.212
736,8773.458
737,8416.472
738,10310.867
739,9658.982
740,9177.956
741,7593.289
742,6800.9297
743,9935.047
744,9669.667
745,9758.484
746,14942.166
747,13754.7295
748,7640.1543
749,13017.383
750,5631.7876
751,5715.25
752,10069.432
753,14502.545
754,12698.345
755,11046.693
756,8907.513
757,10790.61
758,16524.664
759,10670.2
760,12845.593
761,9534.749
762,7126.8135
763,7600.686
764,8224.299
765,8638.882
766,7792.9316
767,7940.2324
768,6059.9434
769,9466.865
770,9882.58
771,7777.278
772,8447.916
773,9818.941
774,8026.8203
775,7305.702
776,12959.171
777,11582.964
778,8601.812
779,6768.674
780,17970.64
781,10905.923
782,9518.726
783,14555.876
784,12132.1045
785,11457.461
786,10284.567
787,10770.4375
788,15073.991
789,19364.213
790,6704.36
791,6597.223
792,7102.9766
793,10852.876
794,9324.25
795,11187.121
796,12207.053
797,8048.584
798,6023.72
799,10297.263
800,11679.537
801,7270.2876
802,10497.801
803,7225.2944
804,11033.539
805,10673.864
806,10629.679
807,12146.935
808,9544.786
809,6325.064
810,9575.006
811,10102.895
812,12239.548
813,10499.371
814,10348.351
815,9559.468
816,6596.475
817,12093.385
818,7336.995
819,14101.124
820,9007.191
821,6811.3315
822,10336.86
823,9185.788
824,9775.421
825,9586.304
826,5141.5474
827,6805.711
828,10362.989
829,14328.884
830,14034.968
831,7752.3145
832,8682.045
833,12458.095
834,8751.008
835,7447.0557
836,13801.323
837,13087.652
838,15543.908
839,5917.187
840,7659.218
841,12722.961
842,10080.035
843,9152.732
844,13936.669
845,8897.9795
846,7132.2144
847,7248.4224
848,7004.327
849,7764.5327
850,8455.034
851,7956.316
852,8238.487
853,14986.151
854,12226.178
855,26241.426
856,11238.433
857,7919.611
858,11649.047
859,12579.252
860,8548.697
861,8516.585
862,7731.327
863,15832.109
864,12943.578
865,8838.232
866,8637.749
867,10268.68
868,11949.726
869,10052.546
870,11398.824
871,9016.47
872,8085.564
873,9728.371
874,15494.251
875,15928.057
876,15993.21
877,11191.438
878,9717.856
879,10485.115
880,8264.307
881,11855.466
882,14119.857
883,13138.9795
884,8454.549
885,7512.4453
886,7443.245
887,8040.2075
888,15284.81
889,10575.967
890,8221.353
891,8328.014
892,10702.0205
893,6705.9487
894,11540.647
895,6966.786
896,9189.715
897,12624.311
898,10074.391
899,10133.07
900,9756.343
901,7943.833
902,10315.8955
903,11122.034
904,15486.731
905,9607.471
906,12851.202
907,12337.436
908,15439.205
909,11605.963
910,14804.291
911,7573.0317
912,8051.101
913,10597.458
914,9503.587
915,12712.8
916,11032.918
917,8673.611
918,10806.768
919,9714.902
920,14700.77
921,7600.3286
922,19200.223
923,7550.216
924,9531.578
925,12240.799
926,9964.446
927,9469.057
928,10318.155
929,11382.574
930,8558.943
931,8707.269
932,11294.507
933,11381.643
934,10825.3
935,7266.561
936,9851.9795
937,13242.001
938,10108.251
939,8050.014
940,10187.908
941,9249.238
942,11112.355
943,10244.638
944,7295.167
945,11021.971
946,9685.185
947,10202.749
948,9193.984
949,7279.8276
950,10337.723
951,9013.726
952,12502.473
953,14347.823
954,7467.742
955,8346.281
956,8528.913
957,9277.465
958,9352.144
959,12601.514
960,11106.374
961,11448.788
962,9189.716
963,7477.4556
964,10377.845
965,13531.423
966,13729.675
967,12468.751
968,12716.12
969,9698.051
970,12885.795
971,9643.545
972,12615.946
973,13916.2295
974,10527.514
975,14040.403
976,11296.291
977,11500.928
978,9681.536
979,10963.978
980,11607.944
981,9821.999
982,7769.8535
983,10794.963
984,12631.386
985,10946.383
986,8487.347
987,12310.53
988,9723.87
989,9163.803
990,8318.843
991,8734.076
992,11670.931
993,11137.146
994,10901.181
995,8901.919
996,8418.672
997,10144.288
998,7487.2866
999,9825.769
1000,8177.739
1001,12864.599
1002,10924.78
1003,9498.639
1004,10398.89
1005,10322.546
1006,8236.561
1007,15033.269
1008,11835.821
1009,11810.469
1010,11100.521
1011,8866.528
1012,9922.606
1013,8933.455
1014,11291.821
1015,17914.2
1016,8014.2285
1017,4784.1895
1018,10266.458
1019,12740.697
1020,13657.757
1021,10148.934
1022,10984.489
1023,7556.411
1024,8204.89
1025,5913.0137
1026,7730.678
1027,9947.439
1028,10465.163
1029,11184.121
1030,9501.752
1031,11509.195
1032,13405.51
1033,11665.195
1034,7800.33
1035,14044.098
1036,17449.17
1037,10269.69
1038,9837.936
1039,7242.085
1040,8745.87
1041,6687.7456
1042,11909.52
1043,9243.71
1044,12767.678
1045,11552.708
1046,15513.244
1047,17455.596
1048,11255.979
1049,13483.881
1050,28515.568
1051,17318.018
1052,9497.402
1053,4853.2476
1054,8874.866
1055,15032.478
1056,8140.463
1057,12814.457
1058,27323.797
1059,7215.1685
1060,8125.1436
1061,16221.531
1062,10083.467
1063,14905.168
1064,11505.81
1065,11026.383
1066,5847.053
1067,11233.028
1068,10829.672
1069,11327.622
1070,11998.865
1071,9621.292
1072,8898.129
1073,9014.298
1074,7587.706
1075,6699.383
1076,10252.428
1077,9345.919
1078,9758.267
1079,11042.429
1080,9221.523
1081,8510.301
1082,11113.137
1083,11336.512
1084,12096.183
1085,7688.621
1086,9094.557
1087,8720.824
1088,7026.823
1089,9257.011
1090,10529.698
1091,8326.614
1092,7389.44
1093,14744.616
1094,11537.735
1095,13019.039
1096,9821.185
1097,9089.289
1098,7822.727
1099,6792.7524
1100,13220.625
1101,7581.239
1102,13670.63
1103,23652.225
1104,11345.155
1105,10562.406
1106,8555.3125
1107,7174.458
1108,10166.587
1109,6690.3184
1110,9720.608
1111,14187.368
1112,9815.184
1113,23964.621
1114,22625.887
1115,8156.5176
1116,10810.304
1117,7852.6025
1118,9983.259
1119,8437.482
1120,14723.734
1121,10803.331
1122,12116.063
1123,7836.694
1124,10106.541
1125,7176.8438
1126,11640.837
1127,10512.481
1128,9169.259
1129,9664.563
1130,7545.799
1131,12037.892
1132,14071.504
1133,8529.154
1134,14564.001
1135,9971.693
1136,13360.42
1137,6463.6787
1138,7619.1724
1139,7739.477
1140,14314.454
1141,10235.298
1142,10912.508
1143,10916.202
1144,12409.958
1145,7383.249
1146,12414.571
1147,11336.025
1148,7451.9316
1149,20919.518
1150,21909.918
1151,12686.869
1152,15046.894
1153,15607.256
1154,15958.476
1155,15903.874
1156,9151.73
1157,11935.202
1158,9351.246
1159,12679.214
1160,7175.136
1161,9662.277
1162,9288.22
1163,9110.904
1164,11263.021
1165,8271.087
1166,8390.895
1167,9282.496
1168,6324.1265
1169,6892.591
1170,7733.981
1171,10853.634
1172,13433.016
1173,12703.95
1174,11362.035
1175,9956.94
1176,10205.229
1177,15748.046
1178,11412.29
1179,8716.396
1180,7620.256
1181,13351.698
1182,7963.919
1183,9574.401
1184,5915.654
1185,8723.489
1186,11221.986
1187,9705.901
1188,8824.375
1189,12718.283
1190,13098.895
1191,15334.074
1192,9612.219
1193,13165.976
1194,5890.233
1195,8511.876
1196,9176.812
1197,7537.625
1198,13166.297
1199,8523.486
1200,8399.107
1201,13694.833
1202,19026.928
1203,14196.317
1204,8368.046
1205,8793.575
1206,10028.022
1207,10740.883
1208,10205.079
1209,7990.9883
1210,10366.791
1211,15425.078
1212,8084.4224
1213,9768.284
1214,13099.404
1215,13838.317
1216,20415.0
1217,14149.53
1218,20598.559
1219,10472.32
1220,8020.0347
1221,6502.3735
1222,10600.39
1223,9814.705
1224,8504.258
1225,11220.001
1226,7397.8623
1227,6813.1387
1228,10563.132
1229,6202.3774
1230,11162.73
1231,10124.337
1232,12027.42
1233,11467.311
1234,8095.8154
1235,12572.622
1236,9446.728
1237,7565.0596
1238,7811.986
1239,9782.687
1240,16430.023
1241,9088.932
1242,7763.1035
1243,11677.019
1244,12472.776
1245,10266.614
1246,10313.655
1247,12873.289
1248,8291.869
1249,8291.869
1250,9203.751
1251,12832.608
1252,9458.408
1253,9814.002
1254,9398.871
1255,8748.587
1256,6838.677
1257,9314.897
1258,14019.854
1259,14158.773
1260,16832.809
1261,17697.924
1262,13656.439
1263,4259.6675
1264,6754.796
1265,14155.019
1266,14188.907
1267,11685.519
1268,12386.791
1269,12210.586
1270,8205.268
1271,5767.756
1272,13492.425
1273,8328.331
1274,10346.069
1275,9668.7295
1276,5410.61
1277,16272.37
1278,7924.3857
1279,7719.423
1280,7142.002
1281,8530.708
1282,9148.768
1283,12898.532
1284,9546.567
1285,7039.81
1286,9006.455
1287,7634.1265
1288,5970.225
1289,12854.33
1290,25764.355
1291,8244.527
1292,7985.3076
1293,10039.16
1294,6828.4663
1295,7400.785
1296,6885.1577
1297,6749.3066
1298,9590.75
1299,9645.879
1300,7268.8647
1301,12401.076
1302,9519.718
1303,8302.137
1304,12219.452
1305,13040.504
1306,16567.086
1307,10191.305
1308,12592.027
1309,8240.13
1310,9639.514
1311,25029.906
1312,13420.601
1313,9952.455
1314,8255.078
1315,7492.1064
1316,8146.6357
1317,7229.7793
1318,13676.114
1319,7285.636
1320,8039.761
1321,10133.031
1322,8046.8027
1323,10016.279
1324,11319.701
1325,12578.869
1326,11106.157
1327,7025.781
1328,8866.65
1329,10941.733
1330,15295.9375
1331,13066.965
1332,10269.893
1333,8204.035
1334,10441.997
1335,9107.798
1336,7754.6333
1337,10592.429
1338,11520.365
1339,10297.511
1340,8873.69
1341,9428.843
1342,12276.994
1343,8828.2705
1344,10178.4
1345,10337.147
1346,10599.207
1347,12363.053
1348,9723.486
1349,8442.692
1350,15946.881
1351,10543.045
1352,6741.5806
1353,13218.915
1354,13910.866
1355,14875.369
1356,8277.593
1357,8991.673
1358,8982.706
1359,10967.883
1360,9511.949
1361,11194.257
1362,5524.9106
1363,9472.889
1364,10439.426
1365,10335.329
1366,8470.387
1367,9985.868
1368,13133.562
1369,7575.069
1370,13205.788
1371,11335.927
1372,13498.709
1373,8429.68
1374,10320.754
1375,9343.009
1376,11633.379
1377,12266.777
1378,7992.759
1379,10162.918
1380,12125.611
1381,11371.334
1382,8358.694
1383,6536.4805
1384,11228.069
1385,10560.88
1386,11311.231
1387,11144.567
1388,8876.434
1389,11955.425
1390,10686.727
1391,11082.534
1392,11278.97
1393,9229.776
1394,12013.378
1395,14878.417
1396,12181.434
1397,8342.373
1398,8987.383
1399,7878.4644
1400,6803.6055
1401,12059.372
1402,9176.459
1403,12252.908
1404,7904.8013
1405,10784.105
1406,10691.646
1407,15617.563
1408,8006.6904
1409,9445.088
1410,9574.429
1411,12072.584
1412,8674.708
1413,11214.789
1414,11447.495
1415,14164.427
1416,10181.283
1417,10217.725
1418,9094.422
1419,8029.194
1420,8441.978
1421,15254.538
1422,14573.566
1423,8009.944
1424,19072.158
1425,10205.877
1426,9268.017
1427,9984.308
1428,12137.557
1429,13350.831
1430,10226.126
1431,10587.811
1432,11060.083
1433,10809.672
1434,10705.338
1435,10343.726
1436,8777.516
1437,7941.577
1438,7520.058
1439,8499.374
1440,13234.453
1441,25657.992
1442,9607.46
1443,7810.088
1444,10601.206
1445,5610.222
1446,8761.736
1447,6359.9746
1448,13191.227
1449,9750.338
1450,10219.24
1451,19314.143
1452,14919.743
1453,11827.253
1454,9646.709
1455,5181.663
1456,7975.1025
1457,7587.9805
1458,10896.84
1459,7531.7295
1460,6397.794
1461,10184.591
1462,8832.864
1463,11339.008
1464,9225.501
1465,5616.1
1466,10252.675
1467,10235.233
1468,11497.743
1469,6967.3296
1470,6905.4404
1471,11103.122
1472,7231.085
1473,13585.102
1474,8830.795
1475,7940.944
1476,10383.479
1477,10409.457
1478,8052.3994
1479,9900.298
1480,11010.803
1481,12983.748
1482,14826.157
1483,9483.437
1484,6856.297
1485,8992.047
1486,12723.806
1487,7197.358
1488,11068.583
1489,10981.774
1490,17483.684
1491,13357.334
1492,10863.63
1493,12357.278
1494,8749.949
1495,13639.102
1496,10464.293
1497,19115.695
1498,10408.633
1499,8818.156
1500,7810.564
1501,4583.1675
1502,11219.448
1503,24580.88
1504,7601.6714
1505,7340.274
1506,14494.474
1507,11609.31
1508,10378.865
1509,11941.964
1510,9412.165
1511,8729.216
1512,8570.292
1513,14005.213
1514,9310.38
1515,10662.242
1516,10331.494
1517,8265.24
1518,10336.458
1519,8750.538
1520,6796.17
1521,13949.343
1522,12657.656
1523,6781.073
1524,10130.522
1525,9921.444
1526,7722.7183
1527,12710.08
1528,9641.704
1529,12505.423
1530,7376.216
1531,8874.595
1532,11933.738
1533,7190.6543
1534,10362.601
1535,7306.1675
1536,9034.756
1537,7652.9272
1538,8120.4707
1539,8072.789
1540,10095.625
1541,10650.835
1542,10530.348
1543,8348.818
1544,11543.381
1545,11162.887
1546,13279.669
1547,13045.219
1548,11255.064
1549,6740.088
1550,8804.113
1551,10777.98
1552,8218.147
1553,15194.004
1554,10257.398
1555,13559.683
1556,14791.469
1557,9976.071
1558,8445.741
1559,14429.053
1560,14563.29
1561,10972.3125
1562,13656.872
1563,14029.314
1564,8974.038
1565,8887.683
1566,10098.938
1567,8834.912
1568,8469.968
1569,10523.425
1570,8389.409
1571,9709.888
1572,10458.353
1573,10512.934
1574,10910.716
1575,9303.412
1576,10119.814
1577,7183.247
1578,11538.042
1579,10966.054
1580,9787.047
1581,10485.811
1582,10527.299
1583,12390.049
1584,9394.234
1585,9195.33
1586,9616.6
1587,10884.142
1588,13945.871
1589,7613.0605
1590,6957.235
1591,12020.628
1592,8956.457
1593,8800.83
1594,10490.335
1595,9777.692
1596,10145.274
1597,8076.5366
1598,7304.0405
1599,10402.904
1600,9937.168
1601,10254.976
1602,15346.784
1603,14363.669
1604,7982.895
1605,12495.732
1606,5974.5303
1607,6057.9927
1608,10192.258
1609,14874.49
1610,12362.229
1611,11431.544
1612,9405.722
1613,11375.35
1614,16867.41
1615,10870.535
1616,13301.139
1617,10163.686
1618,7469.5566
1619,7943.4277
1620,8286.837
1621,9046.798
1622,8135.6733
1623,8282.976
1624,6402.686
1625,10057.249
1626,10225.323
1627,8248.44
1628,8974.346
1629,10146.823
1630,8535.272
1631,7752.271
1632,13502.098
1633,12091.928
1634,8786.07
1635,7391.27
1636,18517.758
1637,11043.136
1638,10156.157
1639,15094.534
1640,12670.762
1641,11990.013
1642,10487.758
1643,11004.473
1644,15246.133
1645,19920.586
1646,7759.771
1647,7599.3374
1648,7795.999
1649,11784.114
1650,10005.998
1651,12636.405
1652,13045.448
1653,9050.699
1654,6871.98
1655,11018.816
1656,12362.684
1657,8465.484
1658,11632.263
1659,8395.145
1660,12168.001
1661,11808.326
1662,11764.141
1663,14359.266
1664,10679.248
1665,7459.5244
1666,10137.821
1667,11536.263
1668,13258.165
1669,11466.737
1670,11331.73
1671,10560.365
1672,7794.951
1673,13186.028
1674,8407.077
1675,14752.502
1676,9553.07
1677,7409.462
1678,11295.823
1679,9813.714
1680,10641.783
1681,10638.196
1682,5812.306
1683,7476.47
1684,11423.909
1685,14961.955
1686,14646.985
1687,8548.745
1688,9224.588
1689,13633.207
1690,9205.28
1691,8038.6357
1692,14482.032
1693,13867.985
1694,16351.828
1695,6568.5986
1696,7781.76
1697,12817.972
1698,10698.353
1699,9771.05
1700,14569.14
1701,9458.702
1702,7694.2715
1703,7810.4805
1704,7588.935
1705,8408.466
1706,9308.297
1707,8778.23
1708,8836.312
1709,15454.774
1710,12361.884
1711,26616.05
1712,11449.999
1713,8623.581
1714,12418.665
1715,14391.447
1716,9786.992
1717,9892.818
1718,9005.994
1719,15977.339
1720,12998.935
1721,9354.939
1722,9327.476
1723,11078.358
1724,12751.58
1725,10413.483
1726,12145.3125
1727,9693.632
1728,8988.578
1729,10695.457
1730,14938.09
1731,15909.101
1732,16468.225
1733,11791.312
1734,10705.3955
1735,10864.029
1736,9175.025
1737,12205.508
1738,14039.113
1739,13148.0
1740,10006.029
1741,8625.264
1742,9029.93
1743,9010.94
1744,15794.814
1745,11504.502
1746,8918.676
1747,9146.545
1748,11420.272
1749,7550.3184
1750,12044.48
1751,7597.1997
1752,9850.844
1753,13394.314
1754,10688.0625
1755,10848.984
1756,10757.283
1757,8494.979
1758,11120.727
1759,11708.316
1760,16644.244
1761,10326.968
1762,13203.728
1763,12094.985
1764,15828.21
1765,11886.976
1766,15193.296
1767,9660.217
1768,9738.232
1769,12156.619
1770,10570.868
1771,13958.541
1772,12044.171
1773,10281.437
1774,11826.862
1775,10803.786
1776,15885.488
1777,8590.463
1778,20375.316
1779,8212.59
1780,10478.558
1781,12860.523
1782,10584.17
1783,10194.402
1784,11022.6455
1785,12305.052
1786,9217.267
1787,9365.592
1788,11718.159
1789,11743.043
1790,11410.245
1791,7991.7207
1792,10713.779
1793,14130.903
1794,10930.87
1795,8899.639
1796,11075.114
1797,10018.482
1798,11844.722
1799,10898.938
1800,8177.538
1801,11904.347
1802,10567.561
1803,11085.125
1804,10025.691
1805,7856.5264
1806,10705.459
1807,9381.462
1808,12316.793
1809,15061.711
1810,8554.903
1811,9696.101
1812,9661.916
1813,9516.09
1814,9950.148
1815,13549.049
1816,11914.705
1817,12288.917
1818,10062.575
1819,8183.22
1820,10724.299
1821,13860.75
1822,14198.494
1823,12732.249
1824,12979.618
1825,10011.502
1826,13206.989
1827,9956.996
1828,13461.829
1829,14639.237
1830,11490.271
1831,15296.208
1832,11661.928
1833,12898.069
1834,10300.385
1835,11775.681
1836,12292.501
1837,10500.283
1838,8122.916
1839,11207.411
1840,13267.949
1841,11933.832
1842,9601.3955
1843,14007.111
1844,10833.123
